faculty_id,college_id,name,gender,designation,qualification,experience_years,department,salary,publications,patents,research_projects,joining_year,employment_type
FAC04614,COL0928,Dr. Kalpana Chavan,Female,Associate Professor,PhD,15,Computer Engineering,851000,6,1,1,2011,Contractual
FAC04615,COL0928,Ramesh Gaikwad,Male,Assistant Professor,MTech,8,Electronics & Telecommunication,476000,0,1,1,2018,Contractual
FAC04616,COL0929,Shabana Chougule,Female,Associate Professor,ME,11,Plant Pathology,747000,2,0,0,2015,Contractual
FAC04617,COL0929,Nanda Phadke,Female,Assistant Professor,BE,3,Horticulture,405000,0,0,0,2023,Visiting
FAC04618,COL0930,Dr. Deepa Mishra,Female,Assistant Professor,PhD,7,Educational Administration,476000,0,0,2,2019,Permanent
FAC04619,COL0930,Sunil Singh,Male,Assistant Professor,BE,2,Educational Psychology,404000,0,0,0,2024,Visiting
FAC04620,COL0931,Shabana Yadav,Female,Assistant Professor,MTech,2,Computer Science,698000,1,2,0,2024,Permanent
FAC04621,COL0931,Santosh Phadke,Male,Associate Professor,ME,20,Physics,1170000,6,0,3,2006,Permanent
FAC04622,COL0931,Vinod Bhagat,Male,Assistant Professor,MTech,1,Physics,689000,1,1,0,2025,Permanent
FAC04623,COL0931,Abdul Rahman Karve,Male,Assistant Professor,ME,9,Commerce,752000,1,1,1,2017,Permanent
FAC04624,COL0931,Dr. Yogesh Sawant,Male,HOD,PhD,35,Commerce,2143000,32,3,8,1991,Permanent
FAC04625,COL0931,Sachin Wagh,Male,Assistant Professor,BE,5,Mathematics,674000,0,0,0,2021,Permanent
FAC04626,COL0932,Varsha Deshmukh,Female,Assistant Professor,ME,2,Electronics & Telecommunication,438000,0,0,1,2024,Permanent
FAC04627,COL0932,Imran Ali Marathe,Male,Associate Professor,ME,13,Electronics & Telecommunication,744000,1,0,0,2013,Permanent
FAC04628,COL0932,Narendra Yadav,Male,Assistant Professor,ME,9,Civil Engineering,499000,0,0,1,2017,Contractual
FAC04629,COL0932,Dr. Digambar Tiwari,Male,Professor,PhD,18,Electrical Engineering,1297000,17,2,4,2008,Permanent
FAC04630,COL0932,Dr. Sanjay Gupta,Male,Assistant Professor,PhD,4,Civil Engineering,445000,1,2,0,2022,Permanent
FAC04631,COL0932,Rajesh Sharma,Male,Assistant Professor,ME,9,Information Technology,437000,1,0,0,2017,Permanent
FAC04632,COL0932,Dr. Vidya Gupta,Female,Assistant Professor,PhD,5,Electrical Engineering,468000,1,0,3,2021,Permanent
FAC04633,COL0933,Dr. Kavita Gokhale,Female,Assistant Professor,PhD,6,Marathi,485000,1,0,4,2020,Permanent
FAC04634,COL0933,Dr. Amol Sant,Male,Assistant Professor,PhD,8,Sociology,504000,1,0,3,2018,Permanent
FAC04635,COL0933,Rupali Pandey,Female,Assistant Professor,MTech,4,English,408000,1,0,1,2022,Permanent
FAC04636,COL0934,Manoj Pathan,Male,Assistant Professor,MTech,6,Educational Psychology,442000,1,0,1,2020,Permanent
FAC04637,COL0934,Vinod Salunkhe,Male,Assistant Professor,MTech,8,Educational Administration,497000,1,2,2,2018,Visiting
FAC04638,COL0935,Pratibha Sayyed,Female,Associate Professor,ME,18,Mathematics,1201000,5,0,1,2008,Permanent
FAC04639,COL0935,Dr. Kalpana Yadav,Female,Assistant Professor,PhD,10,Chemistry,865000,3,1,1,2016,Permanent
FAC04640,COL0935,Ashok Kulkarni,Male,Assistant Professor,ME,4,Commerce,760000,1,1,0,2022,Permanent
FAC04641,COL0935,Dr. Mohammed Iqbal Patil,Male,Professor,PhD,16,Chemistry,1894000,7,5,5,2010,Permanent
FAC04642,COL0935,Balasaheb Kelkar,Male,Assistant Professor,ME,4,Economics,749000,1,1,2,2022,Visiting
FAC04643,COL0935,Dr. Abdul Rahman Shaikh,Male,Assistant Professor,PhD,2,Computer Science,758000,2,1,1,2024,Permanent
FAC04644,COL0936,Dr. Smita Naik,Female,Professor,PhD,27,Marketing,1784000,28,1,9,1999,Permanent
FAC04645,COL0936,Dr. Indira Pawar,Female,Assistant Professor,PhD,9,Operations Management,713000,2,2,3,2017,Permanent
FAC04646,COL0936,Pravin Singh,Male,Assistant Professor,ME,5,Marketing,690000,3,2,1,2021,Contractual
FAC04647,COL0937,Sudhir Gupta,Male,Assistant Professor,MTech,1,Computer Engineering,696000,1,4,2,2025,Permanent
FAC04648,COL0937,Sachin Jadhav,Male,Assistant Professor,MTech,8,Civil Engineering,744000,1,2,1,2018,Contractual
FAC04649,COL0938,Snehal Chavan,Female,Assistant Professor,ME,6,Marathi,735000,1,0,0,2020,Permanent
FAC04650,COL0938,Pushpa Sayyed,Female,Assistant Professor,ME,6,Physics,768000,1,1,0,2020,Permanent
FAC04651,COL0938,Sunil Shaikh,Male,Professor,ME,33,Economics,1914000,17,0,0,1993,Permanent
FAC04652,COL0938,Vinod Gupta,Male,Assistant Professor,MTech,9,Marathi,806000,1,0,1,2017,Permanent
FAC04653,COL0938,Dr. Rekha Kale,Female,Associate Professor,PhD,19,Commerce,1337000,21,1,1,2007,Permanent
FAC04654,COL0938,Jyoti Nikam,Female,Associate Professor,MTech,11,Chemistry,1224000,5,1,2,2015,Permanent
FAC04655,COL0939,Nirmala Gokhale,Female,Professor,ME,7,Chemistry,1092000,5,3,1,2019,Permanent
FAC04656,COL0939,Snehal Phadke,Female,Associate Professor,MTech,7,Zoology,731000,0,1,1,2019,Permanent
FAC04657,COL0939,Pratibha Bhagat,Female,Assistant Professor,MTech,7,Computer Science,487000,1,2,0,2019,Permanent
FAC04658,COL0939,Vasanti Tiwari,Female,Assistant Professor,ME,6,Mathematics,419000,1,1,0,2020,Permanent
FAC04659,COL0939,Anil Yadav,Male,Assistant Professor,ME,7,Computer Science,457000,0,1,0,2019,Permanent
FAC04660,COL0939,Vishwas Nikam,Male,Assistant Professor,ME,6,Zoology,429000,0,1,2,2020,Visiting
FAC04661,COL0940,Dr. Ujjwala Salunkhe,Female,Associate Professor,PhD,13,Civil Engineering,1235000,9,1,4,2013,Permanent
FAC04662,COL0940,Dr. Kavita Shaikh,Female,Assistant Professor,PhD,9,Mechanical Engineering,800000,0,4,3,2017,Permanent
FAC04663,COL0940,Dr. Madhav Marathe,Male,Associate Professor,PhD,17,Mechanical Engineering,1270000,13,5,5,2009,Permanent
FAC04664,COL0940,Deepak Bhagat,Male,Assistant Professor,MTech,9,Civil Engineering,737000,1,2,1,2017,Permanent
FAC04665,COL0940,Dr. Pushpa Mane,Female,Associate Professor,PhD,8,Civil Engineering,1219000,4,1,3,2018,Permanent
FAC04666,COL0940,Amol Bhoir,Male,Associate Professor,MTech,16,Electronics & Telecommunication,1184000,3,3,3,2010,Permanent
FAC04667,COL0940,Prakash Mishra,Male,Associate Professor,MTech,13,Electrical Engineering,1168000,3,3,1,2013,Permanent
FAC04668,COL0940,Madhuri Ansari,Female,Associate Professor,MTech,11,Information Technology,1118000,5,3,3,2015,Visiting
FAC04669,COL0940,Dr. Smita Shinde,Female,Assistant Professor,PhD,7,Information Technology,808000,2,2,4,2019,Permanent
FAC04670,COL0941,Amol Kelkar,Male,Assistant Professor,MTech,3,Political Science,626000,1,0,0,2023,Contractual
FAC04671,COL0941,Vishwas Salunkhe,Male,Associate Professor,MTech,18,English,1113000,1,0,4,2008,Permanent
FAC04672,COL0941,Vidya Sant,Female,Assistant Professor,BE,9,History,600000,0,0,0,2017,Contractual
FAC04673,COL0941,Amol Kale,Male,Assistant Professor,MTech,1,Marathi,622000,0,1,3,2025,Permanent
FAC04674,COL0941,Pramod Pandey,Male,Assistant Professor,ME,1,Sociology,606000,0,0,1,2025,Contractual
FAC04675,COL0942,Anita Mishra,Female,Assistant Professor,ME,10,Botany,803000,1,1,1,2016,Permanent
FAC04676,COL0942,Manoj Verma,Male,Associate Professor,MTech,12,Mathematics,1218000,1,2,1,2014,Visiting
FAC04677,COL0943,Dr. Milind Pathan,Male,Associate Professor,PhD,16,Pharmacognosy,850000,6,2,2,2010,Contractual
FAC04678,COL0943,Sarita Tiwari,Female,Associate Professor,MTech,15,Pharmacognosy,770000,1,0,4,2011,Permanent
FAC04679,COL0944,Rohini Mane,Female,Assistant Professor,MTech,8,Pharmacognosy,701000,1,0,1,2018,Permanent
FAC04680,COL0944,Vaishali Mane,Female,Assistant Professor,ME,3,Pharmaceutical Chemistry,705000,1,2,0,2023,Permanent
FAC04681,COL0945,Dr. Sanjay Chavan,Male,Associate Professor,PhD,6,Soil Science,756000,3,0,3,2020,Visiting
FAC04682,COL0945,Dr. Amol Kelkar,Male,Professor,PhD,6,Horticulture,1153000,7,1,3,2020,Permanent
FAC04683,COL0946,Imran Ali Chavan,Male,Assistant Professor,MTech,6,Constitutional Law,458000,0,0,1,2020,Permanent
FAC04684,COL0946,Rajesh Mishra,Male,Associate Professor,MTech,10,Criminal Law,745000,1,1,2,2016,Visiting
FAC04685,COL0947,Chandrakant Chavan,Male,Assistant Professor,MTech,2,Physics,450000,0,1,1,2024,Visiting
FAC04686,COL0947,Sanjay Pandey,Male,Assistant Professor,ME,1,Physics,413000,0,1,1,2025,Permanent
FAC04687,COL0947,Dr. Manoj Bhoir,Male,Associate Professor,PhD,18,Commerce,910000,16,1,3,2008,Permanent
FAC04688,COL0948,Indira Gaikwad,Female,Assistant Professor,BE,10,Computer Engineering,701000,1,0,0,2016,Permanent
FAC04689,COL0948,Kailash Bhosale,Male,Assistant Professor,MTech,4,Mechanical Engineering,717000,1,2,0,2022,Permanent
FAC04690,COL0948,Nirmala Rane,Female,Associate Professor,ME,10,Electronics & Telecommunication,1133000,1,1,2,2016,Permanent
FAC04691,COL0948,Dr. Shaikh Farooq Shinde,Male,Assistant Professor,PhD,7,Computer Engineering,743000,2,2,2,2019,Permanent
FAC04692,COL0948,Dr. Sudhir Salunkhe,Male,HOD,PhD,37,Electrical Engineering,2119000,30,3,10,1989,Permanent
FAC04693,COL0948,Sangita Khan,Female,Associate Professor,MTech,13,Electrical Engineering,1133000,4,2,2,2013,Permanent
FAC04694,COL0948,Sunil Phadke,Male,Assistant Professor,ME,7,Electrical Engineering,708000,1,0,2,2019,Permanent
FAC04695,COL0948,Ravindra Khan,Male,Assistant Professor,ME,5,Civil Engineering,692000,1,1,2,2021,Permanent
FAC04696,COL0949,Dr. Mohammed Iqbal Shinde,Male,Associate Professor,PhD,10,Business Administration,1228000,4,3,5,2016,Contractual
FAC04697,COL0949,Vandana Sawant,Female,Assistant Professor,BE,5,Banking & Finance,657000,1,0,0,2021,Permanent
FAC04698,COL0949,Dr. Sarita Gokhale,Female,Professor,PhD,21,Business Administration,1891000,17,0,6,2005,Permanent
FAC04699,COL0949,Dr. Nanda Apte,Female,Associate Professor,PhD,11,Banking & Finance,1241000,5,0,4,2015,Visiting
FAC04700,COL0950,Mohammed Iqbal Deshmukh,Male,Professor,MTech,29,Architectural Design,1324000,6,1,2,1997,Permanent
FAC04701,COL0950,Chandrakala Thorat,Female,Assistant Professor,MTech,3,Architectural Design,423000,1,0,1,2023,Permanent
FAC04702,COL0951,Balasaheb Karve,Male,Associate Professor,MTech,17,Computer Engineering,1064000,5,4,3,2009,Contractual
FAC04703,COL0951,Dr. Madhav Ansari,Male,Associate Professor,PhD,11,Mechanical Engineering,1112000,7,2,4,2015,Permanent
FAC04704,COL0951,Rajesh Chougule,Male,Associate Professor,MTech,16,Computer Engineering,1088000,3,2,2,2010,Permanent
FAC04705,COL0951,Dr. Kishor Kale,Male,Associate Professor,PhD,15,Computer Engineering,1193000,7,2,5,2011,Permanent
FAC04706,COL0951,Nasreen Rane,Female,Assistant Professor,ME,4,Computer Engineering,632000,1,1,1,2022,Permanent
FAC04707,COL0951,Nanda Pawar,Female,Associate Professor,MTech,18,Computer Engineering,1129000,3,0,2,2008,Permanent
FAC04708,COL0951,Sarika Marathe,Female,Associate Professor,ME,16,Electrical Engineering,1056000,6,1,1,2010,Permanent
FAC04709,COL0951,Abdul Rahman Mane,Male,Associate Professor,ME,10,Civil Engineering,1070000,2,2,1,2016,Permanent
FAC04710,COL0951,Imran Ali Thorat,Male,Assistant Professor,ME,7,Electronics & Telecommunication,690000,1,2,1,2019,Permanent
FAC04711,COL0952,Mohammed Iqbal Kadam,Male,Assistant Professor,ME,10,Computer Science,466000,0,2,1,2016,Permanent
FAC04712,COL0952,Alka Kelkar,Female,Assistant Professor,ME,8,Economics,430000,1,0,0,2018,Contractual
FAC04713,COL0952,Dr. Rajendra Rane,Male,Associate Professor,PhD,16,Mathematics,826000,5,0,5,2010,Contractual
FAC04714,COL0952,Dr. Girish Bhosale,Male,Assistant Professor,PhD,4,Mathematics,443000,0,1,3,2022,Contractual
FAC04715,COL0953,Rekha Patil,Female,Assistant Professor,ME,6,Business Administration,718000,1,1,1,2020,Permanent
FAC04716,COL0953,Dr. Fatima Sheikh Mishra,Female,HOD,PhD,18,Banking & Finance,1895000,11,2,5,2008,Permanent
FAC04717,COL0953,Sudhir Kulkarni,Male,Assistant Professor,ME,1,Economics,698000,0,0,0,2025,Permanent
FAC04718,COL0954,Santosh Thorat,Male,Assistant Professor,ME,9,Information Technology,459000,1,1,2,2017,Contractual
FAC04719,COL0954,Dr. Sharad Gokhale,Male,Associate Professor,PhD,11,Mechanical Engineering,848000,3,2,3,2015,Permanent
FAC04720,COL0954,Dr. Prof. Bhalchandra Sawant,Male,Associate Professor,PhD,11,Mechanical Engineering,793000,8,2,1,2015,Permanent
FAC04721,COL0954,Dr. Pramod Apte,Male,Associate Professor,PhD,15,Computer Engineering,829000,7,1,5,2011,Visiting
FAC04722,COL0954,Balasaheb Bhosale,Male,Assistant Professor,ME,4,Electronics & Telecommunication,433000,1,1,0,2022,Contractual
FAC04723,COL0954,Dr. Hemant Shinde,Male,HOD,PhD,24,Civil Engineering,1550000,9,2,5,2002,Permanent
FAC04724,COL0954,Vidya Pawar,Female,Assistant Professor,MTech,10,Electronics & Telecommunication,484000,0,2,2,2016,Contractual
FAC04725,COL0955,Ayesha Khan Phadke,Female,Associate Professor,ME,13,Mathematics,806000,1,0,1,2013,Permanent
FAC04726,COL0955,Jyoti Verma,Female,Assistant Professor,ME,10,Mathematics,495000,1,0,1,2016,Permanent
FAC04727,COL0956,Sunita More,Female,Assistant Professor,ME,7,Mathematics,502000,0,0,0,2019,Visiting
FAC04728,COL0956,Dr. Sudhir Chavan,Male,Associate Professor,PhD,16,Botany,837000,10,0,4,2010,Visiting
FAC04729,COL0957,Abdul Rahman Kelkar,Male,Assistant Professor,ME,7,Constitutional Law,458000,1,0,1,2019,Contractual
FAC04730,COL0957,Dr. Deepak Nikam,Male,HOD,PhD,25,Civil Law,1530000,20,1,5,2001,Permanent
FAC04731,COL0958,Dr. Smita Salunkhe,Female,Associate Professor,PhD,8,Electrical Engineering,1251000,7,4,4,2018,Permanent
FAC04732,COL0958,Fatima Sheikh Kale,Female,Assistant Professor,ME,3,Information Technology,758000,1,1,2,2023,Permanent
FAC04733,COL0959,Dr. Shivaji Khan,Male,Assistant Professor,PhD,2,English,828000,2,0,1,2024,Permanent
FAC04734,COL0959,Kailash Mahajan,Male,Assistant Professor,BE,1,Chemistry,693000,0,1,0,2025,Contractual
FAC04735,COL0959,Dr. Rohini Thorat,Female,Professor,PhD,20,Physics,1962000,11,2,6,2006,Permanent
FAC04736,COL0959,Suresh Reddy,Male,Assistant Professor,ME,5,Commerce,786000,0,1,0,2021,Permanent
FAC04737,COL0959,Dr. Manoj Karve,Male,Assistant Professor,PhD,7,Economics,846000,3,1,0,2019,Permanent
FAC04738,COL0959,Pratibha Reddy,Female,Assistant Professor,MTech,5,Chemistry,790000,1,0,1,2021,Permanent
FAC04739,COL0959,Prof. Bhalchandra Patil,Male,Professor,ME,38,Chemistry,2006000,18,2,1,1988,Permanent
FAC04740,COL0959,Abdul Rahman Ansari,Male,Assistant Professor,MTech,8,Computer Science,736000,1,2,1,2018,Permanent
FAC04741,COL0959,Shabana Dixit,Female,Assistant Professor,MTech,5,Commerce,713000,0,1,1,2021,Permanent
FAC04742,COL0959,Dr. Vasanti Kelkar,Female,HOD,PhD,28,Mathematics,2174000,15,2,6,1998,Permanent
FAC04743,COL0959,Dr. Anand Karve,Male,Professor,PhD,25,Computer Science,2037000,17,2,5,2001,Permanent
FAC04744,COL0959,Narendra Mane,Male,Associate Professor,MTech,15,Chemistry,1189000,2,0,1,2011,Permanent
FAC04745,COL0959,Dr. Kavita Kulkarni,Female,Assistant Professor,PhD,2,Economics,802000,1,0,2,2024,Permanent
FAC04746,COL0959,Sushma Thorat,Female,Assistant Professor,MTech,5,English,769000,0,1,1,2021,Permanent
FAC04747,COL0959,Deepak Patil,Male,Assistant Professor,MTech,9,Chemistry,778000,3,1,1,2017,Permanent
FAC04748,COL0960,Vishwas Joshi,Male,Assistant Professor,BE,8,Information Technology,666000,0,2,0,2018,Permanent
FAC04749,COL0960,Kavita Rao,Female,Assistant Professor,ME,7,Civil Engineering,685000,0,0,2,2019,Permanent
FAC04750,COL0960,Dr. Varsha Salunkhe,Female,Assistant Professor,PhD,9,Civil Engineering,761000,5,2,3,2017,Permanent
FAC04751,COL0960,Dr. Prof. Bhalchandra Yadav,Male,Associate Professor,PhD,8,Information Technology,1167000,6,2,4,2018,Permanent
FAC04752,COL0960,Dr. Abdul Rahman Sawant,Male,Assistant Professor,PhD,5,Computer Engineering,757000,1,3,3,2021,Permanent
FAC04753,COL0960,Manisha Pawar,Female,Associate Professor,ME,20,Computer Engineering,1224000,8,0,2,2006,Contractual
FAC04754,COL0961,Dr. Vishwas Gupta,Male,Assistant Professor,PhD,5,Zoology,798000,3,1,4,2021,Permanent
FAC04755,COL0961,Dr. Ayesha Khan Ansari,Female,Assistant Professor,PhD,7,Computer Science,773000,4,3,2,2019,Permanent
FAC04756,COL0961,Vaishali Karve,Female,Assistant Professor,BE,2,Physics,611000,0,0,0,2024,Permanent
FAC04757,COL0961,Dr. Milind Shaikh,Male,Assistant Professor,PhD,4,Chemistry,793000,4,3,3,2022,Contractual
FAC04758,COL0961,Anil Chavan,Male,Assistant Professor,MTech,7,Mathematics,707000,2,0,1,2019,Permanent
FAC04759,COL0962,Manoj Yadav,Male,Associate Professor,ME,15,Electrical Engineering,1161000,2,3,2,2011,Permanent
FAC04760,COL0962,Dr. Suresh Chavan,Male,Professor,PhD,38,Electronics & Telecommunication,2022000,21,4,9,1988,Permanent
FAC04761,COL0962,Shobha Mane,Female,Assistant Professor,BE,10,Information Technology,653000,0,1,0,2016,Permanent
FAC04762,COL0962,Prof. Sushila Kale,Female,Assistant Professor,ME,9,Electrical Engineering,693000,0,0,2,2017,Contractual
FAC04763,COL0962,Indira Chougule,Female,Associate Professor,BE,11,Electrical Engineering,1075000,0,0,0,2015,Permanent
FAC04764,COL0962,Snehal Shinde,Female,Assistant Professor,ME,3,Civil Engineering,663000,0,1,2,2023,Permanent
FAC04765,COL0962,Dr. Sushma Wagh,Female,HOD,PhD,39,Civil Engineering,2159000,58,1,9,1987,Permanent
FAC04766,COL0963,Kalpana Pandey,Female,Assistant Professor,ME,5,Computer Engineering,430000,0,2,2,2021,Permanent
FAC04767,COL0963,Archana Pandey,Female,Assistant Professor,MTech,1,Mechanical Engineering,391000,1,0,1,2025,Permanent
FAC04768,COL0964,Namdeo Bhoir,Male,Associate Professor,MTech,12,Accountancy,758000,1,0,2,2014,Permanent
FAC04769,COL0964,Dr. Sangita Gokhale,Female,Assistant Professor,PhD,9,Economics,502000,1,2,4,2017,Permanent
FAC04770,COL0965,Milind Pandey,Male,Assistant Professor,MTech,4,Physics,408000,0,0,2,2022,Permanent
FAC04771,COL0965,Dr. Digambar Patil,Male,Associate Professor,PhD,14,Computer Science,834000,6,3,3,2012,Permanent
FAC04772,COL0965,Dr. Snehal Chavan,Female,Associate Professor,PhD,11,Physics,844000,3,0,2,2015,Permanent
FAC04773,COL0965,Rajendra Phadke,Male,Assistant Professor,ME,6,Computer Science,485000,1,0,0,2020,Contractual
FAC04774,COL0966,Dr. Rajendra Rane,Male,Associate Professor,PhD,11,Chemistry,1100000,9,3,4,2015,Permanent
FAC04775,COL0966,Deepak Shinde,Male,Assistant Professor,BE,10,English,626000,1,0,1,2016,Contractual
FAC04776,COL0966,Rohini Pandey,Female,Associate Professor,MTech,16,English,1067000,4,0,3,2010,Permanent
FAC04777,COL0967,Dr. Prof. Bhalchandra Patil,Male,Professor,PhD,35,Civil Engineering,2095000,12,1,6,1991,Permanent
FAC04778,COL0967,Dr. Nasreen Marathe,Female,Associate Professor,PhD,15,Mechanical Engineering,1296000,8,3,1,2011,Permanent
FAC04779,COL0968,Dr. Kavita Wagh,Female,Assistant Professor,PhD,9,English,494000,2,1,1,2017,Contractual
FAC04780,COL0968,Sarika Apte,Female,Assistant Professor,ME,10,Chemistry,469000,1,2,1,2016,Contractual
FAC04781,COL0968,Shaikh Farooq Kulkarni,Male,Associate Professor,ME,10,English,752000,1,0,2,2016,Permanent
FAC04782,COL0968,Chandrakala Joshi,Female,Assistant Professor,BE,4,Physics,395000,0,0,0,2022,Permanent
FAC04783,COL0968,Suresh Rane,Male,Assistant Professor,ME,9,Chemistry,497000,0,1,0,2017,Permanent
FAC04784,COL0968,Dr. Sachin Singh,Male,Professor,PhD,20,English,1370000,24,3,5,2006,Permanent
FAC04785,COL0968,Dr. Vishwas Tiwari,Male,HOD,PhD,20,Mathematics,1523000,9,1,6,2006,Permanent
FAC04786,COL0968,Digambar Rao,Male,Professor,MTech,20,Mathematics,1243000,4,1,2,2006,Permanent
FAC04787,COL0968,Nasreen Ansari,Female,Associate Professor,MTech,20,Economics,781000,3,0,3,2006,Permanent
FAC04788,COL0968,Manoj Patil,Male,Assistant Professor,MTech,8,Marathi,495000,1,3,2,2018,Permanent
FAC04789,COL0968,Dr. Sunita Gupta,Female,Associate Professor,PhD,13,English,852000,3,1,2,2013,Permanent
FAC04790,COL0969,Shabana Nikam,Female,Associate Professor,ME,13,Computer Engineering,1039000,3,2,1,2013,Permanent
FAC04791,COL0969,Kalpana Naik,Female,Associate Professor,MTech,12,Information Technology,1034000,1,1,1,2014,Permanent
FAC04792,COL0969,Dr. Girish Karve,Male,Associate Professor,PhD,12,Computer Engineering,1087000,11,0,6,2014,Permanent
FAC04793,COL0969,Narendra Gokhale,Male,Associate Professor,ME,18,Mechanical Engineering,1084000,6,2,2,2008,Permanent
FAC04794,COL0969,Manisha Patil,Female,Associate Professor,MTech,12,Mechanical Engineering,1020000,3,1,4,2014,Permanent
FAC04795,COL0969,Sunil Thorat,Male,Assistant Professor,ME,1,Computer Engineering,656000,0,0,2,2025,Permanent
FAC04796,COL0970,Dr. Rajesh Patil,Male,HOD,PhD,16,Sociology,1464000,13,2,6,2010,Permanent
FAC04797,COL0970,Dr. Madhuri Reddy,Female,Professor,PhD,34,Political Science,1479000,22,2,7,1992,Permanent
FAC04798,COL0970,Madhav Naik,Male,Assistant Professor,BE,10,Political Science,441000,0,0,0,2016,Contractual
FAC04799,COL0970,Rekha Wagh,Female,Assistant Professor,MTech,1,English,397000,0,2,1,2025,Permanent
FAC04800,COL0970,Manoj Pathan,Male,Assistant Professor,ME,6,History,450000,0,0,0,2020,Contractual
FAC04801,COL0971,Dr. Deepa Sant,Female,Assistant Professor,PhD,3,Electronics & Telecommunication,486000,1,2,1,2023,Permanent
FAC04802,COL0971,Dr. Mahesh Wagh,Male,Associate Professor,PhD,9,Electrical Engineering,821000,2,2,4,2017,Contractual
FAC04803,COL0971,Dr. Milind Nikam,Male,Professor,PhD,9,Information Technology,1196000,3,4,2,2017,Permanent
FAC04804,COL0971,Sudhir Rao,Male,Assistant Professor,MTech,9,Electrical Engineering,446000,1,2,0,2017,Contractual
FAC04805,COL0971,Sunita Ansari,Female,Assistant Professor,ME,9,Civil Engineering,441000,1,0,1,2017,Permanent
FAC04806,COL0971,Dr. Varsha Wagh,Female,Associate Professor,PhD,9,Electronics & Telecommunication,809000,6,1,2,2017,Permanent
FAC04807,COL0971,Dilip More,Male,Assistant Professor,ME,7,Mechanical Engineering,491000,0,2,1,2019,Permanent
FAC04808,COL0971,Pravin Mane,Male,Assistant Professor,MTech,6,Information Technology,491000,1,0,2,2020,Permanent
FAC04809,COL0971,Dr. Kailash Marathe,Male,Assistant Professor,PhD,2,Mechanical Engineering,505000,2,4,1,2024,Permanent
FAC04810,COL0971,Mohammed Iqbal Pathan,Male,Professor,ME,9,Mechanical Engineering,1118000,1,0,1,2017,Permanent
FAC04811,COL0971,Dr. Shivaji Marathe,Male,Associate Professor,PhD,9,Mechanical Engineering,807000,3,2,4,2017,Contractual
FAC04812,COL0971,Dr. Vaishali Deshmukh,Female,Assistant Professor,PhD,4,Information Technology,494000,2,2,0,2022,Visiting
FAC04813,COL0972,Dr. Rajesh Bhoir,Male,Associate Professor,PhD,8,Curriculum & Pedagogy,1272000,6,1,3,2018,Permanent
FAC04814,COL0972,Pravin Pandey,Male,Assistant Professor,ME,8,Educational Psychology,783000,1,0,2,2018,Permanent
FAC04815,COL0973,Rekha Mane,Female,Assistant Professor,MTech,7,Curriculum & Pedagogy,744000,1,2,0,2019,Permanent
FAC04816,COL0973,Abdul Rahman Kelkar,Male,Assistant Professor,BE,8,Educational Psychology,705000,0,0,0,2018,Permanent
FAC04817,COL0974,Dr. Sudhir Karve,Male,Professor,PhD,34,Pharmaceutical Chemistry,1526000,14,2,4,1992,Permanent
FAC04818,COL0974,Pushpa Sawant,Female,Assistant Professor,MTech,10,Pharmaceutics,450000,2,2,2,2016,Permanent
FAC04819,COL0975,Dr. Amol Shaikh,Male,Assistant Professor,PhD,3,Chemistry,724000,2,1,3,2023,Permanent
FAC04820,COL0975,Dr. Vasant Joshi,Male,Associate Professor,PhD,15,Zoology,1299000,12,2,6,2011,Contractual
FAC04821,COL0976,Dr. Deepak Jadhav,Male,Associate Professor,PhD,18,Electronics & Telecommunication,854000,6,1,3,2008,Contractual
FAC04822,COL0976,Chandrakant Singh,Male,Assistant Professor,BE,2,Electrical Engineering,436000,0,0,0,2024,Contractual
FAC04823,COL0977,Vivek Dixit,Male,Assistant Professor,MTech,10,Obstetrics & Gynaecological Nursing,445000,1,1,2,2016,Contractual
FAC04824,COL0977,Sharad Sharma,Male,Associate Professor,MTech,12,Community Health Nursing,770000,2,1,2,2014,Visiting
FAC04825,COL0978,Dr. Pushpa Sharma,Female,Associate Professor,PhD,16,Commerce,865000,9,1,3,2010,Contractual
FAC04826,COL0978,Dr. Nanda Pathan,Female,Professor,PhD,22,Economics,1334000,7,2,4,2004,Permanent
FAC04827,COL0978,Vasanti Deshmukh,Female,Assistant Professor,ME,8,Computer Science,458000,1,0,0,2018,Contractual
FAC04828,COL0979,Hemant Jadhav,Male,Assistant Professor,ME,8,Chemistry,790000,1,0,1,2018,Permanent
FAC04829,COL0979,Jyoti Yadav,Female,Assistant Professor,MTech,2,Marathi,767000,1,0,1,2024,Permanent
FAC04830,COL0979,Dr. Varsha Marathe,Female,Professor,PhD,15,Economics,1923000,15,1,4,2011,Permanent
FAC04831,COL0979,Dr. Narendra Mahajan,Male,Professor,PhD,30,English,2057000,16,0,5,1996,Permanent
FAC04832,COL0979,Shaikh Farooq Kulkarni,Male,Assistant Professor,ME,10,Computer Science,803000,1,4,1,2016,Permanent
FAC04833,COL0979,Vasanti Kelkar,Female,Assistant Professor,ME,7,Physics,726000,0,1,1,2019,Visiting
FAC04834,COL0980,Dr. Balasaheb More,Male,Associate Professor,PhD,14,Computer Science,851000,6,0,4,2012,Permanent
FAC04835,COL0980,Dr. Chandrakala Gokhale,Female,Professor,PhD,39,Marathi,1595000,15,2,4,1987,Permanent
FAC04836,COL0980,Milind Rao,Male,Assistant Professor,MTech,8,Chemistry,480000,0,0,1,2018,Permanent
